uri,dataUpdated,units,sourceLink,initialPeriod,lastPeriod,sourceLabel,periodicity,referenceArea
http://www.icane.es/data/regional-data/economy/public-sector/budgets-local-entities-expenditure-function-subfunction,2010-08-18, Gastos por grupos de función y funciones: Miles de Euros.,,2002,2009,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-local-entities-expenditure-chapter-function-subfunction,2011-03-24, Valor: Miles de Euros.,,2002,2009,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-settlement-local-entities-program-classification,2013-05-09, Valor: Número.,,2010,2011,,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-settlement-local-entities-economy-classification,2013-05-09, Valor: Número.,,2010,2011,,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-local-entities-income-municipality,2013-01-08, Valor: Miles de Euros.,,2002,2011,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-local-entities-expenditure-municipality,2013-01-08, Valor: Miles de Euros.,,2002,2011,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-local-entities-expenditure-function,2012-08-13, Gasto: Euros.,,2002,2011,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-local-entities-expenditure-area,2013-01-08, Gasto (Euros): Media.,,2010,2011,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-settlement-local-entities-income-chapter,2012-09-10, Valor: Miles de Euros.,,2002,2010,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-settlement-local-entities-expenditure-chapter,2012-09-10, Valor: Miles de Euros.,,2002,2010,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
